gamma\tau,0.5,1.0,2.0,3.0
0.1,0.146346,0.144910,0.136759,0.146416
0.3,0.044195,0.070495,0.089722,0.102606
0.5,0.016148,0.038198,0.061996,0.077949
1.0,0.003739,0.013298,0.029489,0.042680
2.0,0.000963,0.004088,0.011030,0.017857
3.0,0.000444,0.001980,0.005717,0.009663
5.0,0.000167,0.000770,0.002346,0.004108
10.0,0.000043,0.000205,0.000649,0.001171
100.0,0.000000,0.000002,0.000007,0.000028
