iteration,residual_inf,revelation_deficit,max_fr_error
1.0,0.07487595053265583,0.0040537005090962586,0.2308232974061728
2.0,0.06139534885405587,0.0031659971713465795,0.23278891406739954
3.0,0.05056900735570902,0.002533964036000036,0.23396779755557162
4.0,0.04173977257996747,0.0020705528810155416,0.23456119134157616
5.0,0.034534295956465955,0.0017202911353021433,0.23472046214510944
6.0,0.028648118048203136,0.001448342301876293,0.2345604954590751
7.0,0.023893115045826918,0.0012323692550728627,0.23416862371946157
8.0,0.020140802748884135,0.0010571969362117573,0.23361121164301601
9.0,0.017068829730421398,0.0009125572593781106,0.23293864064775216
10.0,0.014513878124029433,0.000792053388658398,0.23218905994041839
11.0,0.012383820776787069,0.00069102852781322,0.23139124149903634
12.0,0.010603184020190282,0.0006058784761040492,0.230566749879614
13.0,0.00972159308212725,0.000533825738332272,0.2297315874497161
14.0,0.008556323737488825,0.00047269299302599155,0.22889753393434875
15.0,0.007581805792200275,0.0004206887559814465,0.22807287004969545
16.0,0.006761839934869479,0.00037636354379566583,0.22726345885414412
17.0,0.0060673033990791825,0.0003385217688065545,0.2264733092818194
18.0,0.005797187741648668,0.0003061801081752913,0.22570504869572705
19.0,0.0055168984063599935,0.00027850782167471166,0.2249602629717703
20.0,0.005227930427475658,0.00025479748598356,0.22423976024617898
21.0,0.004937023229435733,0.00023446110138758414,0.2235437765488083
22.0,0.005892246667070583,0.00021700222837495176,0.22287213131720562
23.0,0.005681396354918461,0.00020199023779943204,0.22222436766172438
24.0,0.005496763722068143,0.0001890757655496067,0.22159981856491895
25.0,0.0053330830055404455,0.0001779219812535482,0.22099768999837444
26.0,0.005186134708067225,0.0001683136212161651,0.22041711429843802
27.0,0.005052512185006991,0.00016003844687351165,0.21985717231901492
28.0,0.004929453501905712,0.00015289511796590105,0.21931692339776965
29.0,0.004813959219157032,0.00014673899836736837,0.21879542501665672
30.0,0.004705169821811156,0.00014143130018751116,0.21829175017867386
31.0,0.0046018518781145434,0.0001368582082704739,0.2178049914824376
32.0,0.0045029328544261005,0.0001329226085287072,0.21733427021206153
33.0,0.004407358498189573,0.00012954068612525127,0.2168787477588947
34.0,0.004321892328914889,0.0001266409771611965,0.21643762847679027
35.0,0.004253579463166068,0.00012416165688888814,0.2160101598057249
36.0,0.004183536894112383,0.00012205026949907438,0.2155956278759954
37.0,0.004111875293301259,0.00012026101870421524,0.21519336064999672
38.0,0.004038714367087692,0.00011875310378872683,0.21480274405214606
39.0,0.003964209229611271,0.00011749109792358325,0.21442318429498064
40.0,0.0038885093452278863,0.00011644581591063741,0.2140541247909029
41.0,0.0038118105307800576,0.00011559301600039262,0.21369504957549768
42.0,0.0037342760789576546,0.00011491148684172892,0.21334547400278048
43.0,0.0036560666872467174,0.00011438247346118313,0.21300494341175125
44.0,0.0035773625266399267,0.00011398957545261101,0.21267303105343283
45.0,0.0034983436482862174,0.00011371924412573176,0.21234933616990848
46.0,0.003419177899184167,0.00011355893809261719,0.21203348613070183
47.0,0.003340023580278184,0.00011349756806622313,0.21172512943788568
48.0,0.0032610280272785674,0.00011352605563574869,0.2114239345286143
49.0,0.0031823279902947754,0.00011363594441715641,0.21112958893677236
50.0,0.0031040568013488423,0.00011381972867641199,0.21084179727352104
51.0,0.003026319213787876,0.00011406899064336784,0.21056028146808647
52.0,0.0029491621649099242,0.00011437911753175989,0.21028477886094243
53.0,0.0028726901411439965,0.000114731073617369,0.21001504114573566
54.0,0.0027970050021528525,0.0001151339703662213,0.2097508313406915
55.0,0.002722197648574287,0.00011558396342870036,0.2094921269144988
56.0,0.002648350187637538,0.00011607604606456157,0.20923847978690369
57.0,0.0025755395571597783,0.00011660554552539448,0.20898970347759993
58.0,0.002503834029652763,0.00011717128225263718,0.20874559125284464
59.0,0.0024332630802446076,0.00011776793423168286,0.20850595353846613
60.0,0.00554953779441969,0.00011839228071364172,0.20827060930532726
61.0,0.005474725570448924,0.00011903347283592769,0.20803938577923997
62.0,0.005398880116256277,0.00011970183727694206,0.20781211329115112
63.0,0.005322049999796963,0.0001203960196100029,0.20758863745005707
64.0,0.005244199591262738,0.00012111369698797336,0.20736881067754454
65.0,0.005165524721922193,0.00012185384488383466,0.20715249200829144
66.0,0.0050860109660082475,0.00012261483647502125,0.20693954687121707
67.0,0.005005706465156162,0.00012339380176684678,0.2067298474010586
68.0,0.004924667195324056,0.00012419127514184947,0.2065235688574687
69.0,0.004842964473090461,0.00012500838216122911,0.20632052720439698
70.0,0.004760661540976374,0.00012583604527460768,0.2061205489243374
71.0,0.004677446616563663,0.00012667814626177165,0.20592347044833093
72.0,0.004593850943999833,0.00012753517308261575,0.2057291375689183
73.0,0.0045099526146545055,0.00012840831919158635,0.20553740505879114
74.0,0.004425818410638854,0.00012929806636519103,0.20534813615324699
75.0,0.004341518177637366,0.00013020145870845656,0.2051612020840854
76.0,0.004257171386269187,0.0001311190827125719,0.2049764816397005
77.0,0.004172845902177452,0.00013204467696370514,0.20479386075180228
78.0,0.004088602803848124,0.0001329812710562095,0.20461323210294557
79.0,0.0040046107641333595,0.00013393107569859009,0.20443449475384512
80.0,0.003920803666509931,0.00013488925655891215,0.2042575537683191
81.0,0.0038372598063535213,0.00013585912611291384,0.20408231990466386
82.0,0.003754041547829018,0.00013683219047733175,0.20390870930571103
83.0,0.0036712240783141337,0.00013781613208074805,0.20373664320755414
84.0,0.0036073125280852436,0.00013880527417398092,0.20356604766150788
85.0,0.003550926371320401,0.00013980457478568464,0.2033968532735133
86.0,0.0034941414883841726,0.00014080992797071978,0.20322899520530202
87.0,0.0034370107194393873,0.0001418246358649844,0.20306241263665092
88.0,0.0033795913252006593,0.0001428446927089766,0.2028970485606969
89.0,0.0033219420716827375,0.0001438731880750721,0.20273284969201888
90.0,0.003264121902045669,0.00014490623378249357,0.20256976612576683
91.0,0.0032061895669981133,0.00014594615166241276,0.20240775317496484
92.0,0.003148203331207633,0.0001469917688365907,0.20224676841401834
93.0,0.0030902207039884277,0.00014803490942594255,0.20208677191440882
94.0,0.0030322363868402202,0.00014908515868006234,0.20192772602339704
95.0,0.002974361234421824,0.00015013851896505948,0.2017695954600056
96.0,0.0029166473025455386,0.00015119836514598806,0.20161234703430353
97.0,0.00285914565738718,0.0001522614282211121,0.20145594960300417
98.0,0.0028018856866214303,0.00015332625648567522,0.2013003740184346
99.0,0.002744932899830105,0.00015440656877330206,0.20114559306644053
100.0,0.002688330751725948,0.00015548949153199043,0.20099158163426112
101.0,0.0026321256387673297,0.00015657366820354124,0.2008383164562938
102.0,0.0025763618146615597,0.0001576612589220261,0.20068577599103177
103.0,0.00252108260400144,0.0001587508632694412,0.2005339403614833
104.0,0.0024663283974040717,0.00015983942341235569,0.2003827912981797
105.0,0.0024121372849134903,0.0001609317166505475,0.20023231204396785
106.0,0.0023585452159991527,0.00016202675563670166,0.20008248687116215
107.0,0.0023055857410959335,0.0001631231559080515,0.1999332979205818
108.0,0.0022532897724367174,0.0001642189891111201,0.19978470123706804
109.0,0.0022016855381284672,0.00016531774429950907,0.19963669538889905
110.0,0.0021507986325417783,0.00016641731582989205,0.19948927712205244
111.0,0.0021006522769602687,0.0001675176120287114,0.1993424416879399
112.0,0.002051267630746617,0.0001686157037330549,0.19919618288511198
113.0,0.0020026632895753516,0.00016971589345138316,0.1990504932878706
114.0,0.001954855416593848,0.00017081605518376453,0.19890536480035614
115.0,0.0019078578616029962,0.0001719148479766286,0.19876078883788761
116.0,0.0018639928400059902,0.00017301303034278348,0.1986167515125732
117.0,0.0018230553266760097,0.00017410865851019697,0.198473238100643
118.0,0.0017826857632790294,0.00017519819749289844,0.1983302337167021
119.0,0.0017429017153693105,0.0001762858402954981,0.1981877217503497
120.0,0.0017037184631620017,0.0001773721083961899,0.1980456880963769
121.0,0.0016651494919011078,0.00017845680076755688,0.197904118511677
122.0,0.0016272068340982548,0.00017954169239842166,0.19776299868448233
123.0,0.001589901076969269,0.00018062476822444662,0.19762231460542834
124.0,0.001553240682726581,0.00018170448469234657,0.1974820521831282
125.0,0.001517224139136214,0.0001827820480492237,0.19734219731927216
126.0,0.0014818532512916316,0.00018385544052668124,0.19720273576920688
127.0,0.001447131820981079,0.0001849283493196019,0.1970636534696082
128.0,0.0015184228059693383,0.0001859959360857033,0.1969249366097401
129.0,0.0029489362379255257,0.00018705749062786214,0.1967865703458247
130.0,0.0028107576196136075,0.00018811644213811984,0.19664854200847381
131.0,0.0026803856988832087,0.0001891723916374044,0.19651083634999855
132.0,0.0025571741196645237,0.00019022290454318025,0.19637343846041555
133.0,0.0024396308122115185,0.00019127248019701337,0.19623633358786163
134.0,0.002327499950711298,0.00019231904066785432,0.19609950692477263
135.0,0.0022217497081565285,0.0001933625025487551,0.1959629443025357
136.0,0.0021229868492163295,0.00019440276461524242,0.19582663218688112
137.0,0.0020478747126401464,0.00019543989403836282,0.19569055767151822
138.0,0.001983167700889299,0.00019647169513781204,0.19555470846713907
139.0,0.0019201854740042157,0.00019750196796952668,0.1954190728919889
140.0,0.001858895210486794,0.00019852871379777426,0.19528363986762143
141.0,0.0017992657215285257,0.00019955188615361497,0.19514839888071345
142.0,0.001741266814625747,0.00020057143512564046,0.19501333995881687
143.0,0.001684869046683607,0.00020158730441932615,0.19487845365016332
144.0,0.0016865815689584007,0.00020259750064399729,0.19474373100327136
145.0,0.001702982450790036,0.00020360586258127977,0.19460916354735225
146.0,0.0043533457941363485,0.00020460925515797257,0.1944747432716083
147.0,0.004350313550901097,0.00020560870456509672,0.19434046260761084
148.0,0.004344987017975782,0.00020660417347739823,0.19420631440639835
149.0,0.0043373726740215945,0.00020759652134227924,0.1940722919508675
150.0,0.004327481467641864,0.00020858298097969907,0.19393838893163484
151.0,0.004315328828797316,0.00020956743255218235,0.19380459942451034
152.0,0.0043009346643181345,0.00021054790341912266,0.1936709178554029
153.0,0.004284323330615042,0.00021152441249017162,0.1935373389370919
154.0,0.004265523589167625,0.00021249644925103173,0.19340385771410995
155.0,0.004244568778699248,0.00021346443832348516,0.19327047347536586
156.0,0.004220946611568022,0.00021442842810304175,0.1931371906487258
157.0,0.004195139581534696,0.00021538636800522148,0.19300401309570647
158.0,0.004167322222015685,0.00021634219809263389,0.19287094418139383
159.0,0.004137543752912115,0.0002172940212397112,0.1927379868329977
160.0,0.004105850764210023,0.00021824084081878414,0.19260514359710013
161.0,0.004072286973960115,0.00021918372318296964,0.19247252662605563
162.0,0.004036918252112082,0.00022012265660997787,0.1923401252043504
163.0,0.00399981257622628,0.00022105565991514808,0.19220792776821882
164.0,0.003961039911850511,0.00022198657061267557,0.19207592367835447
165.0,0.003920672064549491,0.00022291351054404274,0.1919440716781884
166.0,0.003878782484476706,0.00022383648063184491,0.19181236581752437
167.0,0.0038354461462684897,0.00022475548069567086,0.19168080051644543
168.0,0.003790739301794105,0.00022567050354294071,0.19154937055915144
169.0,0.0037447392690093118,0.0002265815504396418,0.19141807108532038
170.0,0.0036975242036234868,0.00022748660704730028,0.1912868975796771
171.0,0.003649172901820291,0.00022838974516248278,0.19115584586030998
172.0,0.0035997645440378756,0.00022928154095536168,0.19102491206615924
173.0,0.003549378476465165,0.00023017681904946574,0.1908940926469247
174.0,0.0034980939844646286,0.0002310682548455345,0.19076338350895305
175.0,0.004405693705269831,0.00023195630750705298,0.19063278243593462
176.0,0.004259835748693763,0.0002328404562391695,0.19050228684906423
177.0,0.0041194448729961475,0.00023371867020094417,0.19037186536451856
178.0,0.003984267933893559,0.0002345872098606927,0.19024149144067004
179.0,0.0038540664722094276,0.00023545944475622527,0.1901111429080613
180.0,0.00372861578828082,0.00023632778485715988,0.18998080153457664
181.0,0.0036077040702742758,0.0002371922301950269,0.1898504525100828
182.0,0.003491127194182486,0.00023805277993527163,0.18972008418902964
183.0,0.0033786923766665478,0.00023890704207107927,0.18958968775394403
184.0,0.0032702224760136622,0.0002397513194717371,0.18945925689576026
185.0,0.0031655501889383264,0.00024059968878775706,0.18932878752170457
186.0,0.003064517408496892,0.0002414443315095216,0.18919827749197315
187.0,0.0029669746212511727,0.00024228460578235023,0.18906772637250602
188.0,0.0028727803477939795,0.0002431166947995944,0.1889371352157143
189.0,0.0027818005956614655,0.000243944798876905,0.18880650679943323
190.0,0.0036651670656307755,0.0002447661654643163,0.18867584485475353
191.0,0.003535797688387715,0.0002455771114753258,0.18854515386987813
192.0,0.003410234175244359,0.00024639252250380217,0.18841443899915533
193.0,0.0032883904069567482,0.00024720405269929024,0.1882837059874407
194.0,0.0031701874578366207,0.00024801198822999027,0.1881529610767968
195.0,0.003055550096070031,0.00024881600142923066,0.18802221092393967
196.0,0.0029444060195835675,0.0002496142472806495,0.18789146252331568
197.0,0.0028366854446140732,0.00025041044429285897,0.18776072313613645
198.0,0.0027322794996046673,0.00025120246637921895,0.18763000022551513
199.0,0.0026311714535340036,0.0002519815309390827,0.18749930138838233
