iteration,residual_inf,revelation_deficit,max_fr_error,damping_used
1.0,0.00018225780087141596,0.00032058848914628957,0.18512621809793428,0.3
2.0,0.00016388742831291436,0.00032209225343604597,0.18514113748713856,0.3
3.0,0.00011675093633534139,0.0003233095218635462,0.18518216276812172,0.3
4.0,8.631569590589194e-05,0.0003242603251262244,0.18527378721482834,0.3
5.0,6.003053396230751e-05,0.0003250542685263591,0.18540677933235206,0.3
6.0,3.7474933444192615e-05,0.0003255637389302235,0.18553718017824583,0.3
7.0,2.3023736423599672e-05,0.0003258844146791784,0.18562602583780663,0.3
8.0,1.5918720362662064e-05,0.00032609497836322276,0.18568647588957976,0.3
9.0,1.0987381273142027e-05,0.00032623407538745486,0.1857274514730346,0.3
10.0,7.5825255355654875e-06,0.0003263265281598926,0.185755001788534,0.3
11.0,5.292638077580847e-06,0.00032639508084808533,0.1857741701840373,0.3
12.0,3.862634650686481e-06,0.00032644011660309946,0.1857871913449568,0.3
13.0,2.8594162718720284e-06,0.0003264720713354041,0.18579760498516174,0.3
14.0,1.98591300537565e-06,0.0003264965605711545,0.18580529970271586,0.3
15.0,1.3715859032981115e-06,0.00032651348520063017,0.1858106273213963,0.3
16.0,9.458358756209151e-07,0.0003265255901371278,0.18581435683955538,0.3
17.0,6.509781818042626e-07,0.0003265343540909127,0.18581697877322279,0.3
18.0,4.4853109848475015e-07,0.0003265398854216395,0.18581878779422767,0.3
19.0,3.0465419575964603e-07,0.00032654333957926607,0.18582002136482434,0.3
20.0,2.0635540765034932e-07,0.00032654543495891364,0.18582086588522262,0.3
21.0,1.4167079198657007e-07,0.00032654671515119915,0.18582144516369892,0.3
22.0,9.80608794165505e-08,0.0003265473653715212,0.18582184219434594,0.3
23.0,6.784645456558991e-08,0.0003265476231489872,0.18582211412943173,0.3
24.0,4.6628017225103235e-08,0.00032654772347429084,0.18582230253184984,0.3
25.0,3.348096117017363e-08,0.00032654775969986893,0.18582243345226324,0.3
26.0,2.4606494786194588e-08,0.0003265478003992017,0.18582252337378835,0.3
27.0,1.8706454052441757e-08,0.00032654788943886626,0.18582258423802256,0.3
28.0,1.4439932194409977e-08,0.0003265480097739415,0.18582262718170794,0.3
29.0,1.061793641898845e-08,0.0003265481044694152,0.1858226577816099,0.3
30.0,7.354265196823917e-09,0.0003265481481040666,0.1858226785545941,0.3
31.0,5.051674634160008e-09,0.00032654815832011685,0.18582269276705354,0.3
