iteration,residual_inf,revelation_deficit,max_fr_error,damping_used
1.0,0.07479215995831628,0.005746510273506256,0.17370871215696349,0.1
2.0,0.06785330732090292,0.004096598447197564,0.16545725364518327,0.1
3.0,0.055529504830679116,0.0029240915797060785,0.15543137339090451,0.1
4.0,0.04536332757084227,0.0021042504389078287,0.14469918113748614,0.1
5.0,0.03705852927486741,0.0015322701813269557,0.13419840462304145,0.1
6.0,0.030325008877301385,0.0011358233748993696,0.12510410279753836,0.1
7.0,0.024819749957985526,0.0008610619337180436,0.11652484595579349,0.1
8.0,0.020332940770307784,0.0006699345173942772,0.11171325829997258,0.1
9.0,0.016678498744591486,0.00053621342509802,0.11553526904087541,0.1
10.0,0.01506814141803725,0.00044349277450406177,0.11898620003960358,0.1
11.0,0.013704851631453407,0.00037991215574395554,0.12198717744304954,0.1
12.0,0.012529940358158687,0.00033521100222022593,0.12470252907821622,0.1
13.0,0.011348454956002674,0.00030380636491689206,0.12641803233728005,0.1
14.0,0.010002960512000558,0.0002814567033095905,0.127736879043243,0.1
15.0,0.008925863602867845,0.0002619354747658287,0.12853423477045078,0.1
16.0,0.008080384158361542,0.00024657838116348696,0.12931346050466064,0.1
17.0,0.007418550754813125,0.00023543227620714813,0.12983852599883305,0.1
18.0,0.006926041143876294,0.00022593141281290752,0.13071419914812005,0.1
19.0,0.006491506630043498,0.0002189075064172874,0.13158407863570942,0.1
20.0,0.006114927296578254,0.00021395754070263617,0.132598533522366,0.1
21.0,0.005770070445906272,0.000210748141526107,0.1334164206715348,0.1
22.0,0.005430738892155729,0.0002073573390316552,0.1341705078263326,0.1
23.0,0.005234295602462802,0.00020416609209972236,0.13492837957617937,0.1
24.0,0.005035601114492194,0.0002011726999142649,0.13581075800819942,0.1
25.0,0.004850865167038143,0.00019846160805536694,0.1372684277658286,0.1
26.0,0.004563017557684068,0.0001967778525814312,0.1390858163777749,0.1
27.0,0.004428513204233486,0.0001967776898949003,0.139086012280201,1.220703125e-05
28.0,0.004428515385538928,0.0001964822839690683,0.13953996376516187,0.025
29.0,0.0044252672392230685,0.00019648216168632882,0.13954017359185317,1.220703125e-05
30.0,0.004425270586907226,0.00019640536148646248,0.13962171944956753,0.00625
