iteration,residual_inf,revelation_deficit,max_fr_error
1.0,0.07959906810826445,0.0053521467552137825,0.2083537058977475
2.0,0.06015342621640954,0.002074303584313819,0.19468467118140975
3.0,0.03419502068218423,0.0008855455938042711,0.1717069118505728
4.0,0.01938485401069305,0.00046550246324850164,0.16311007539585853
5.0,0.015886769846274074,0.00032051639444929947,0.1674767973875403
6.0,0.012773643574753302,0.000269875490574889,0.17070233334620522
7.0,0.009813040485349589,0.00025165912733293716,0.1731581606347633
8.0,0.007230185967617708,0.00024605643211150774,0.17493623243009127
9.0,0.0052975029032882315,0.000241148429978022,0.17602768722087858
10.0,0.003960508816177266,0.0002381185355697646,0.17635646975703279
11.0,0.00286941591677059,0.00023523131798341979,0.17595246674892662
12.0,0.0021352289677131764,0.00023287185813181122,0.17502250971173694
13.0,0.001588648034869855,0.00023098346683436688,0.17364858349165235
14.0,0.001176518267132054,0.00022967985002875224,0.1725393184109557
15.0,0.0008684959856362084,0.00022881558094745014,0.17169949528036244
16.0,0.0007954831602916546,0.00022813651377029398,0.17108299019374407
17.0,0.0009987934976448676,0.0002276107874176203,0.1708553113920147
18.0,0.000957981712935263,0.00022687339847760057,0.17073658645566814
19.0,0.0006395425033607349,0.0002261657742538281,0.17030327782497723
20.0,0.0004311584680967151,0.00022572595913283866,0.1700146261524822
21.0,0.0004347575842626322,0.0002249475518441013,0.16953876275193092
22.0,0.0004731210696388849,0.00022458136603631385,0.16932558922632535
23.0,0.00050127844792755,0.00022444110041430765,0.16917384199535512
24.0,0.0005138762422678272,0.0002241491806511675,0.16911880702709325
25.0,0.0005425821679869713,0.00022414728765829395,0.16874474820461227
26.0,0.0005229181963372215,0.0002239884514266821,0.16849620655660225
27.0,0.0005585446018028101,0.00022437157219989956,0.1686207921197599
28.0,0.00048459355416806404,0.00022467944242743343,0.16871254317798912
29.0,0.0004316867800739643,0.00022493340189067013,0.1687753344447257
30.0,0.0004179561038508278,0.00022430886876345646,0.16870347972139077
31.0,0.0005066434733818348,0.000223841705999428,0.16869184417986205
32.0,0.00012443380343661603,0.00022343579330474928,0.1686468191999071
33.0,0.0004869540611720513,0.00022317097188440105,0.1685989271218039
34.0,0.0005258513272502902,0.00022296656871001463,0.168562624975379
35.0,0.00038635398183849146,0.00022269943926844782,0.16857260923560358
36.0,0.0002984450004793332,0.00022242468103950142,0.1686237580766602
