iteration,residual_inf,revelation_deficit,max_fr_error,damping_used
1.0,0.06284428690094379,0.0035741542783964686,0.14007597468159017,0.1
2.0,0.056661324750409164,0.0024965956468301354,0.1436840566020724,0.1
3.0,0.04599648267595549,0.0017582971988223672,0.1461137251189823,0.1
4.0,0.037328527309519605,0.0012542916495973389,0.1480906042669234,0.1
5.0,0.030291158769027382,0.0009112256658082574,0.14963109819157566,0.1
6.0,0.02457953568566182,0.0006770942423928172,0.15078092190513753,0.1
7.0,0.019986582487199978,0.0005168451841833788,0.15173466658353763,0.1
8.0,0.016713136479977297,0.0004099322563164698,0.15239658143107698,0.1
9.0,0.014078666695467673,0.0003393279063946819,0.15280698282682798,0.1
10.0,0.012146233228523595,0.0002929313791970589,0.15311616520875315,0.1
11.0,0.010601325524089211,0.0002631574725128205,0.15340297854976287,0.1
12.0,0.009218648456045586,0.000244993753884315,0.153785847162362,0.1
13.0,0.008044567784805778,0.00023389731443335116,0.15403043585493353,0.1
14.0,0.00702098280603447,0.0002269138984940522,0.15415748361234322,0.1
15.0,0.006142921188241002,0.00022287622125372053,0.15433110965405672,0.1
16.0,0.005408323656697744,0.00022066432557621418,0.15442804903484192,0.1
17.0,0.004753312584108937,0.0002198299672104831,0.1544988868667766,0.1
18.0,0.004184882569524984,0.00022014227222766358,0.15455818469602833,0.1
19.0,0.0036927817744004665,0.00022108245249963243,0.1546264562496722,0.1
20.0,0.0032675311580453448,0.00022241435660197428,0.1546995080659171,0.1
21.0,0.00290370180832189,0.0002235164811366097,0.15471537001178082,0.1
22.0,0.0025815384238015993,0.0002242060078764263,0.15470360091577168,0.1
23.0,0.0025163514770493722,0.0002244795446135761,0.15469681165615434,0.1
24.0,0.0024485444233381948,0.00022503342410584715,0.1547546680252021,0.1
25.0,0.0023758294764774646,0.0002258817581675121,0.15489048078658124,0.1
26.0,0.0022954579317847057,0.0002268209049794967,0.1550492574905058,0.1
27.0,0.002222592294183201,0.00022775867142665884,0.15519475767151608,0.1
28.0,0.00215574971043353,0.00022893318311778543,0.15534973710960426,0.1
29.0,0.0021220753656919222,0.00022915353444064035,0.1553866020230137,0.1
30.0,0.002036316307221786,0.00022915047812421818,0.1553873767296146,0.1
31.0,0.0019504895303852354,0.0002289775972247332,0.15540225765284627,0.1
32.0,0.0018489517050003235,0.00022888242962704197,0.15545866866843405,0.1
33.0,0.0017435743452878794,0.00022884510589482598,0.15552107691976885,0.1
34.0,0.0016400860805496076,0.00022919332891357946,0.15584392642713396,0.1
35.0,0.0015480839436745053,0.00022974378264128958,0.15628199183925584,0.1
36.0,0.00145308441163422,0.00023022740957578947,0.15675398154755316,0.1
37.0,0.0013280661270082539,0.0002310048293161504,0.15717145094252422,0.1
38.0,0.001201374515672704,0.00023190427595976004,0.15751567904681785,0.1
39.0,0.0010918065752977268,0.00023268249184649203,0.15781013965532126,0.1
40.0,0.0009968653914116388,0.00023354346714599128,0.15812784067120117,0.1
41.0,0.0009174025779206119,0.00023428450766016518,0.1583715562742694,0.1
42.0,0.0008414746005269702,0.0002349923180267055,0.15860205299102964,0.1
43.0,0.0007723029943692561,0.00023556201732088944,0.15877023741214613,0.1
44.0,0.000713979956741162,0.00023612154417329556,0.15886182980123614,0.1
45.0,0.0006599984982297302,0.00023658586941166515,0.15892271347607978,0.1
46.0,0.0006119451398695075,0.00023705252272987476,0.15898686389580347,0.1
47.0,0.0005631543483977097,0.00023735247354095268,0.1590197787705256,0.1
48.0,0.0005230699493511404,0.00023763131887644118,0.15903525029264892,0.1
49.0,0.0004846879961849515,0.0002378711834926106,0.15905220809885406,0.1
50.0,0.0004495186927923056,0.00023806349687893746,0.15907057010775189,0.1
51.0,0.00041710865419841703,0.00023818408622033882,0.15909631696194404,0.1
52.0,0.0003855672283662459,0.00023830814227321362,0.15912226631953885,0.1
53.0,0.0003572311846247178,0.00023842585251188098,0.15913888404489374,0.1
54.0,0.0003320812947918972,0.0002385513951188578,0.15915777691771904,0.1
55.0,0.00030887930661915863,0.00023868904051538298,0.1591761712108249,0.1
56.0,0.0002885778130576888,0.00023881124583202684,0.15919378915964172,0.1
57.0,0.0002700573046190424,0.00023886756221092043,0.15921283437069034,0.1
58.0,0.000250604701216961,0.00023897962251517857,0.15922681462506216,0.1
59.0,0.0002316313956471916,0.0002391405698939364,0.1592067776606113,0.1
60.0,0.000211025184071012,0.00023927978587701126,0.15917399668415916,0.1
61.0,0.00019323358832379345,0.00023947163793813786,0.15914283731873308,0.1
62.0,0.00018143065867953778,0.00023963735720589074,0.15911586006151818,0.1
63.0,0.00017002572443497455,0.000239774189412012,0.159095150297704,0.1
64.0,0.00015815825955800555,0.00023983874932187454,0.15906836846965378,0.1
65.0,0.00014578194372222297,0.00023988356710580305,0.1590390267073678,0.1
66.0,0.00013434350686925,0.00023991516189780793,0.15901222514814412,0.1
67.0,0.00012349943516681838,0.00023993337349426103,0.1589903921189501,0.1
68.0,0.00011332277937636803,0.000239953518895053,0.15897348908278214,0.1
69.0,0.0001040400485763926,0.00023997875769288246,0.15895871822634106,0.1
70.0,9.55765505330497e-05,0.00023999218484060947,0.15894588898972262,0.1
71.0,8.767700077261242e-05,0.00024000185246264572,0.15893497802711304,0.1
72.0,8.03651297475727e-05,0.00024001522085248528,0.15892503602575636,0.1
73.0,7.371388695187608e-05,0.00024003196220445666,0.15891623833128227,0.1
74.0,6.766636805893844e-05,0.00024004748930073205,0.15890817187661205,0.1
75.0,6.211102571596072e-05,0.0002400653675501685,0.15890093446328812,0.1
76.0,5.7118314100768064e-05,0.00024008155719834612,0.15889316443537804,0.1
77.0,5.3603871513319135e-05,0.0002400986553838802,0.15888766145659017,0.1
