iteration,residual_inf,revelation_deficit,max_fr_error,damping_used
1.0,6.952945164062641e-13,0.0002214858092953742,0.16917406961673853,0.5
2.0,6.797722107432236e-13,0.00022148580933578632,0.16917406961942028,0.5
3.0,4.2211026340943647e-13,0.0002214858093601002,0.16917406962075965,0.5
4.0,2.753283712131349e-13,0.00022148580937730866,0.16917406962125414,0.5
5.0,1.7157456011496208e-13,0.0002214858093865235,0.16917406962143022,0.5
6.0,1.0726489141354989e-13,0.00022148580939262974,0.16917406962146475,0.5
7.0,6.522213324977599e-14,0.00022148580939618245,0.16917406962142278,0.5
8.0,3.8545555636204654e-14,0.0002214858093984029,0.1691740696213314,0.5
9.0,1.971686702795239e-14,0.0002214858093994021,0.16917406962127812,0.5
10.0,9.700573677662305e-15,0.0002214858093999572,0.16917406962125003,0.5
11.0,4.808653475407709e-15,0.00022148580940006823,0.16917406962123416,0.5
12.0,2.7755575615628914e-15,0.0002214858093998462,0.1691740696212264,0.5
13.0,1.6653345369377348e-15,0.00022148580940017926,0.16917406962122228,0.5
14.0,1.5543122344752192e-15,0.00022148580940006823,0.1691740696212204,0.5
15.0,1.7763568394002505e-15,0.00022148580940017926,0.16917406962122006,0.5
16.0,1.609823385706477e-15,0.0002214858094004013,0.16917406962122017,0.5
17.0,1.4432899320127035e-15,0.00022148580940006823,0.16917406962122106,0.5
18.0,1.7763568394002505e-15,0.0002214858093999572,0.1691740696212224,0.5
19.0,1.4432899320127035e-15,0.00022148580940006823,0.16917406962122306,0.5
20.0,1.6653345369377348e-15,0.00022148580940006823,0.16917406962122494,0.5
21.0,1.3322676295501878e-15,0.0002214858093998462,0.1691740696212264,0.5
22.0,1.1102230246251565e-15,0.0002214858093999572,0.16917406962122816,0.5
23.0,1.2212453270876722e-15,0.0002214858093998462,0.1691740696212305,0.5
24.0,9.992007221626409e-16,0.0002214858093998462,0.16917406962123238,0.5
