iteration,residual_inf,max_fr_error
46.0,0.0009274013174515039,0.11580426256876641
47.0,0.0008567407808134364,0.11586278728968569
48.0,0.0008226362071893645,0.11587923938209255
49.0,0.0007904390122123184,0.11589181153033168
50.0,0.0007617945661829717,0.11591982529853195
51.0,0.0007407789759961148,0.11582158891812933
52.0,0.0007438114571838295,0.11573928309083681
53.0,0.0007523617676172892,0.11575154800755025
54.0,0.0007236726383050701,0.11575183847777515
55.0,0.0006978183190335871,0.11574259261815728
56.0,0.0008048230743368176,0.11559461608566082
57.0,0.0008779314150856518,0.11557859137424031
58.0,0.0009406941615372477,0.11580324212525198
59.0,0.0010128641855524992,0.11578092633597642
60.0,0.0009545592168001479,0.11586390677526948
61.0,0.0009061305007828091,0.11583516932757476
62.0,0.0008646667732183921,0.11579210874471713
63.0,0.0009101873981860464,0.11580287962663638
64.0,0.0009547582119068254,0.11583677433397832
65.0,0.0008888188342378589,0.1159283341057682
66.0,0.0008448434757006365,0.11589790652633225
67.0,0.0008082563368122589,0.11600939029409751
68.0,0.0008538572107825923,0.11593175627654606
69.0,0.0008293539569955433,0.11595886939600841
70.0,0.0008117881287080311,0.11595686404164751
71.0,0.001015327661425862,0.1159284486795159
72.0,0.0009471299344186029,0.11591398754217608
73.0,0.0008772540314495592,0.11590938588353097
74.0,0.0008542096530276266,0.11589866628886053
75.0,0.0008081515191947775,0.11602649610015464
76.0,0.0007583138114430898,0.11597094281464909
77.0,0.0008987168487099018,0.11604461337835192
78.0,0.0009172842135233283,0.11603342521866641
79.0,0.0010416487011907227,0.11603853755111837
80.0,0.0011062495152603935,0.11611811106900105
81.0,0.0010143009378047324,0.11610013117991813
82.0,0.0009533449867117905,0.11609572569219373
83.0,0.0009113025630657773,0.1160940522612891
84.0,0.0008864947353579428,0.11610140077659825
85.0,0.0008521544156141064,0.1161409975659822
86.0,0.0008974621726856244,0.1161140907402694
87.0,0.0008959901151754865,0.11633538718452366
88.0,0.0011378513995921949,0.1163011389351617
89.0,0.0010452900983881491,0.11609979258626374
90.0,0.0009587582787133966,0.11596816632257342
91.0,0.00099950616157507,0.11590352490161995
92.0,0.0010363621156325165,0.11597075489836614
93.0,0.0011158994544081535,0.11610995442799277
94.0,0.0011329269771341854,0.11599389058730056
95.0,0.0011717937370474552,0.11608720591914112
96.0,0.0011505554166035825,0.11604471801852306
97.0,0.001329158498295624,0.11602039690246527
98.0,0.0014724075982454066,0.11603373052560442
99.0,0.001330790282238481,0.11608015025869298
100.0,0.0013328696600906076,0.1160726974644089
101.0,0.001289409452032493,0.11606171429353587
102.0,0.0011913530371523567,0.11614045762635383
103.0,0.0011818892657060598,0.11607309870436641
104.0,0.0012108725815446197,0.11605078219359832
105.0,0.0017007859229777322,0.11620809291357936
106.0,0.0017042433455436434,0.11611853103436798
107.0,0.0015409605745297927,0.11604655942524578
108.0,0.0014033448782933,0.11604757342734978
109.0,0.0012777105942439748,0.11604079643636453
110.0,0.0011578100883637976,0.11603789650755092
111.0,0.0010747882340366166,0.1160532740661665
112.0,0.0010314502677043966,0.11611272320132804
113.0,0.0009750696208006282,0.11604875184440455
114.0,0.0008865702074669635,0.11610864614368843
115.0,0.0011070342241508158,0.11613770751572638
116.0,0.0012647919204228364,0.1161987192565555
117.0,0.001171306861933119,0.11611623321925771
118.0,0.0010205421418394353,0.11602111842299201
119.0,0.0010336021552859592,0.11606409968946862
120.0,0.0011121557541873897,0.11602814646939441
121.0,0.001046784869922844,0.11609223846071226
122.0,0.0011622595473786065,0.1161589692079425
123.0,0.0011384618339317296,0.11610106834178327
124.0,0.0012509417510072132,0.11605104830557375
125.0,0.001130521727459033,0.11618845255136268
126.0,0.0009474347322382393,0.11629359746687495
127.0,0.0009911969731108972,0.11610285179646296
128.0,0.0009974723265601115,0.11605782521462982
129.0,0.0009848089732232834,0.1161597020051846
130.0,0.0009176493640983274,0.11606996301047501
131.0,0.0012206740393844173,0.11613794096894045
132.0,0.0012487980374683572,0.11615475956353952
133.0,0.001192953982585565,0.11616613061391479
134.0,0.0012217729213263029,0.11623564937967126
135.0,0.001266539852161186,0.11621459614305552
136.0,0.001450831942366393,0.11628416651320828
137.0,0.0017446730420715983,0.11625618096000101
138.0,0.001570118143861321,0.11617158417755502
139.0,0.001404086657104231,0.11613093462640633
140.0,0.0012283975101886613,0.11609775354813223
141.0,0.0010917075254709419,0.11616436962112875
142.0,0.0009681235408093292,0.11613057417311867
143.0,0.0008894492139891463,0.11635517504764681
144.0,0.0009304934789860497,0.11628372024663858
145.0,0.0009640146778394088,0.1161834920447273
146.0,0.0009164798317213285,0.11629656752575285
147.0,0.0008507072848756847,0.11626114087129313
148.0,0.0011393466606989255,0.11620509751005048
149.0,0.0010950513344453183,0.11622800924016163
150.0,0.001034945743048521,0.11619258694510848
151.0,0.0010630518834768843,0.11617612786643838
152.0,0.000991440199720417,0.11643661987048712
153.0,0.0010435262869126216,0.11666168681632713
154.0,0.0011109244239493332,0.11668020739979015
155.0,0.0010662284371214525,0.11662052298280842
156.0,0.0011845853800024342,0.11658559251475117
157.0,0.0012670650634906133,0.1165011823620255
158.0,0.0011853003009342222,0.11637586276175318
159.0,0.0010543088100850584,0.11634229322869816
160.0,0.0010415649567347973,0.11641349565546288
161.0,0.0014511975272313293,0.11645924408061004
162.0,0.001722909778562376,0.11638642988224823
163.0,0.0015648974728496023,0.11628756326365405
164.0,0.0012950733389698321,0.1163377220494635
165.0,0.0011030838714348734,0.11636811619116397
166.0,0.0009430387616032876,0.11638098910974604
167.0,0.0008292545089236825,0.11637048410212888
168.0,0.0007467551787001536,0.11635877804321124
169.0,0.0007798273565838842,0.1164281793794997
170.0,0.0009166781062160956,0.11649660595106143
171.0,0.000892888412536541,0.1166210461699746
172.0,0.0008481589697856284,0.11672639536584373
173.0,0.0008490190354402127,0.11687261106994071
174.0,0.0008757842972123564,0.11684706276555948
175.0,0.0009361090429449437,0.11662530267123197
176.0,0.000979003565751313,0.11654618043045531
177.0,0.0009395865408794446,0.1164869364752863
178.0,0.0008823349612412379,0.11645705023851743
179.0,0.0008331327801848198,0.11650752969122369
180.0,0.0007819353503188964,0.1165348926440608
181.0,0.0008784094596752112,0.11646658213814742
182.0,0.0009503202314390391,0.11658127287756781
183.0,0.00085649472754179,0.11648652532092907
184.0,0.0011173447826110516,0.11649134944432957
185.0,0.0012349862101483922,0.11642372245505994
186.0,0.0013436100820036767,0.11650257305139733
187.0,0.0012166515944966871,0.11664910425165376
188.0,0.0010951908323709736,0.11650291808513136
189.0,0.0009925783310936742,0.11638184703340226
190.0,0.0009094268075352518,0.1162987034041868
191.0,0.0008316348123188488,0.11624184176013541
192.0,0.0007862387525626735,0.11640588997526025
193.0,0.0007477895045784333,0.11606550660457093
194.0,0.0007260287001552568,0.11609792619794945
195.0,0.0006797527951893922,0.11616688244329687
196.0,0.0008904888219648521,0.11640629576970651
197.0,0.0008457316855314811,0.11641098317926812
198.0,0.0008291054929862041,0.11649577666239586
199.0,0.0008995774334409345,0.11647651637573164
200.0,0.0011156929519676728,0.11651714550113845
201.0,0.0011765705312215546,0.11635391368529369
202.0,0.001295090683975375,0.11627102113082644
203.0,0.001183640098533001,0.11631655294490295
204.0,0.001081562736512054,0.11621586469852652
205.0,0.0010164627563047368,0.11629244399460337
206.0,0.0010145778515581183,0.1163355307871026
207.0,0.0010563867199632204,0.11632542532387169
208.0,0.001238709882353528,0.11641127146418168
209.0,0.0013255913391484464,0.11637087850748729
210.0,0.0014181390436006636,0.11639140458375519
211.0,0.001321747679046581,0.11633176238493753
212.0,0.0012098050569701035,0.11629688129134799
213.0,0.0011095315113647253,0.11624462023900839
214.0,0.001065986215926129,0.11636637563984456
215.0,0.001277277935067822,0.11627888433553302
216.0,0.0012676217243489107,0.11626680311163629
217.0,0.0012243587499508601,0.116309860001262
218.0,0.0012362024306373787,0.11636697523311734
219.0,0.0012985789697242955,0.11642463890808152
220.0,0.0014781304798479056,0.1163016284702279
